Reference,DOI,species_name,species_name2,species,sample_label,sample_id,max_diam_mu,total_ind_measured_in_the_sample,lat,long,sample_type,vessel,sampling_date,water_depth,trap_depth
Rillo et al. 2018,(doi NHM Data Portal),Neogloboquadrina pachyderma,Neogloboquadrina_pachyderma,pachyderma,"1,959,638",resamples_64,213.2,226,85.25,-167.9,seafloor,Alpha 6 ,08/09/57,-1774,NA
Baranowski 2013 ,,Orbulina universa,Orbulina_universa,universa,Caribbean,073 A,643.114,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Orbulina universa,Orbulina_universa,universa,Caribbean,074 A,770.856,1,NA,NA,seafloor,,NA,-2900,
Rillo et al. 2018,(doi NHM Data Portal),Orbulina universa,Orbulina_universa,universa,M.408,resamples_23,638.75,6,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Orbulina universa,Orbulina_universa,universa,M.408,resamples_23,577.79,6,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Orbulina universa,Orbulina_universa,universa,M.408,resamples_23,594.55,6,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Orbulina universa,Orbulina_universa,universa,M.408,resamples_23,758.11,6,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Orbulina universa,Orbulina_universa,universa,M.408,resamples_23,623.4,6,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Orbulina universa,Orbulina_universa,universa,M.408,resamples_23,493.12,6,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Baranowski 2013 ,,Orcardia riedeli,Orcardia_riedeli,riedeli,Norwegian-Sea,133,153.609,1,70.53666667,-1.99916667,seafloor,Meteor 10/3 ship station:637,22/06/84,-2748,
Baranowski 2013 ,,Orcardia riedeli,Orcardia_riedeli,riedeli,Norwegian-Sea,134,145.56,1,70.53666667,-1.99916667,seafloor,Meteor 10/3 ship station:637,22/06/84,-2748,
Baranowski 2013 ,,Orcardia riedeli,Orcardia_riedeli,riedeli,Norwegian-Sea,135,126.54,1,70.53666667,-1.99916667,seafloor,Meteor 10/3 ship station:637,22/06/84,-2748,
Baranowski 2013 ,,Orcardia riedeli,Orcardia_riedeli,riedeli,Norwegian-Sea,136,89.478,1,70.53666667,-1.99916667,seafloor,Meteor 10/3 ship station:637,22/06/84,-2748,
Baranowski 2013 ,,Orcardia riedeli,Orcardia_riedeli,riedeli,Norwegian-Sea,137,138.341,1,70.53666667,-1.99916667,seafloor,Meteor 10/3 ship station:637,22/06/84,-2748,
Baranowski 2013 ,,Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,EAST-10 deep Arabian Sea,43,525.467,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,EAST-10 deep Arabian Sea,44,509.011,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,EAST-10 deep Arabian Sea,45,490.245,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.5246,resamples_18,566.28,2,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.5246,resamples_18,573.36,2,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.408,resamples_23,438.46,3,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.408,resamples_23,323.75,3,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.408,resamples_23,537.08,3,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.3787,resamples_25,488.26,7,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.3787,resamples_25,247.25,7,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.3787,resamples_25,618.31,7,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.3787,resamples_25,370.02,7,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.3787,resamples_25,268.97,7,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.3787,resamples_25,302.21,7,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.3787,resamples_25,517.86,7,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,300.11,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,348.84,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,327.14,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,552.66,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,427.66,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,316.77,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,213.9,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,280.54,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,312.1,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,556,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,451.97,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,405.72,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,558.85,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,507.02,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,500.71,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.7487,resamples_42,474.86,16,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,677.32,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,331.15,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,579.22,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,636.97,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,709.76,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,619.69,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,616.87,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,494.62,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,673.1,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,487.84,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,603.96,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,611.67,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,348.07,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,673.83,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,523.96,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,656.14,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,441.34,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,543.25,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,348.01,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,459.37,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,562.78,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Rillo et al. 2018,(doi NHM Data Portal),Pulleniatina obliquiloculata,Pulleniatina_obliquiloculata,obliquiloculata,M.284,resamples_44,471.36,22,-0.7,147,seafloor,HMS Challenger,11/03/1875,-2213,NA
Baranowski 2013 ,,Sphaeroidinella dehiscens,Sphaeroidinella_dehiscens,dehiscens,Caribbean,103,686.435,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Sphaeroidinella dehiscens,Sphaeroidinella_dehiscens,dehiscens,Caribbean,104,622.684,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Tenuitella fleisheri,Tenuitella_fleisheri,fleisheri,Caribbean,123,141.952,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Tenuitella fleisheri,Tenuitella_fleisheri,fleisheri,North Atlantic,143,122.387,1,NA,NA,seafloor,NA,NA,NA,
Baranowski 2013 ,,Tenuitella fleisheri,Tenuitella_fleisheri,fleisheri,Caribbean,144,143.38,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Tenuitella iota,Tenuitella_iota,iota,EAST-10 deep Arabian Sea,119,123.768,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Tenuitella iota,Tenuitella_iota,iota,North Atlantic,152,97.028,1,NA,NA,seafloor,NA,NA,NA,
Baranowski 2013 ,,Tenuitella iota,Tenuitella_iota,iota,Caribbean,158,145.165,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Tenuitella iota,Tenuitella_iota,iota,North Atlantic,166,81.29,1,NA,NA,seafloor,NA,NA,NA,
Baranowski 2013 ,,Tenuitella parkerae,Tenuitella_parkerae,parkerae,SCS-SC-2 shallow South China Sea,124,118.451,1,11.4,111.2833333,sed_trap ,,19/01/07,-2300,-900
Baranowski 2013 ,,Tenuitella parkerae,Tenuitella_parkerae,parkerae,SCS-SC-2 shallow South China Sea,125 A,161.097,1,11.4,111.2833333,sed_trap ,,19/01/07,-2300,-900
Baranowski 2013 ,,Tenuitella parkerae,Tenuitella_parkerae,parkerae,SCS-SC-2 shallow South China Sea,125 B,168.708,1,11.4,111.2833333,sed_trap ,,19/01/07,-2300,-900
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,506.06,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,406.08,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,485.96,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,396.98,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,457.59,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,273.85,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,390.9,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,433.6,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,339.51,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,358.91,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,364.14,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,261.58,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,321.91,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,473.11,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,529.92,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,364.38,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.5246,resamples_18,296.71,17,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,258.97,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,280.4,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,420.54,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,286.82,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,300.17,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,424.53,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,270.55,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,242.23,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,468.35,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,467.86,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,435.47,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,371.93,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,268.62,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,400.6,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,294.21,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,615.51,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,353.94,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,665.55,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,598.1,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,532.67,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,525.35,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,260.45,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,547.49,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,457.23,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,474.26,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,414.17,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,374.7,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.408,resamples_23,558.49,28,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,369.99,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,253.05,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,281.24,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,403.92,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,284.68,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Trilobatus sacculifer,Trilobatus_sacculifer,sacculifer,M.3787,resamples_25,236.39,47,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
